topic_id,word,weight,rank
0,wrong,0.0672001947690983,1
0,faith,0.050140006198131484,2
0,youre,0.04191465529181223,3
0,said,0.040903199985915496,4
0,think,0.036640141310918015,5
0,point,0.03550234509841813,6
0,read,0.03484389588004598,7
0,bad,0.033656196966829116,8
0,thats,0.03343667536493434,9
0,saying,0.032180370274910185,10
1,antivaxxers,0.05846842647173961,1
1,antivax,0.050143395495305436,2
1,anti,0.0350514516097548,3
1,antivaxxer,0.03451659909746447,4
1,dont,0.03131580410973889,5
1,people,0.030639727352216768,6
1,antivaxx,0.029944912691350627,7
1,comments,0.028756005007529336,8
1,want,0.024004038763050593,9
1,say,0.021699512224538302,10
2,autism,0.13942661560298356,1
2,cause,0.053545388780572,2
2,mmr,0.04142346135314896,3
2,autistic,0.036136630245103454,4
2,people,0.03014942741294992,5
2,cancer,0.026525193245621557,6
2,children,0.025645152138172096,7
2,caused,0.025271389808922195,8
2,rate,0.021395254902625668,9
2,vaccine,0.021277499653529323,10
3,people,0.04036867485007555,1
3,big,0.03318649479568359,2
3,pharma,0.031752826707729866,3
3,industry,0.029202671874089637,4
3,government,0.029202671874089637,5
3,vaccine,0.02808258406778318,6
3,good,0.02404556509987198,7
3,products,0.023911053103267917,8
3,right,0.02180543842961343,9
3,want,0.021563164431507513,10
4,vaccinated,0.08402959580653345,1
4,children,0.054847784529468833,2
4,unvaccinated,0.05021598426796655,3
4,parents,0.049111297245072086,4
4,babies,0.04612878208604099,5
4,child,0.04597664377061959,6
4,girls,0.042818418573199804,7
4,kids,0.0392102344449401,8
4,vaccinate,0.03711101001388856,9
4,whooping,0.03637859226656635,10
5,dont,0.08177132285219073,1
5,discussing,0.06353725166147031,2
5,work,0.05166910619370775,3
5,really,0.04415405933011527,4
5,says,0.042801205777081595,5
5,debate,0.041054998364788334,6
5,vaccine,0.04086137464949812,7
5,address,0.03733158309672325,8
5,youre,0.03703692966339479,9
5,vaccinations,0.036524357090658495,10
6,chickenpox,0.12361315178000407,1
6,measles,0.1029365786542401,2
6,shingles,0.08740464063259742,3
6,pox,0.07031573235668273,4
6,chicken,0.06490682986770714,5
6,virus,0.050709425066174464,6
6,got,0.04012700794248436,7
6,contagious,0.03823647956772209,8
6,mumps,0.035863062736145125,9
6,antibodies,0.033186302984418,10
7,mercury,0.1613298351789766,1
7,sodium,0.10973480191019605,2
7,thimerosal,0.08668389710515109,3
7,ethylmercury,0.07990888396533304,4
7,compound,0.07727965219941235,5
7,elemental,0.06575918294736234,6
7,salt,0.06182372175952988,7
7,organic,0.06099591347442666,8
7,chloride,0.06099137214757375,9
7,ethyl,0.059726234557164026,10
8,immune,0.06771850007809394,1
8,unvaccinated,0.058965245686034215,2
8,immunity,0.056672978526102875,3
8,antibodies,0.05326595323374484,4
8,risk,0.05262053476137502,5
8,animals,0.047096434527038836,6
8,vaccinated,0.04228726740977299,7
8,live,0.03898690358945185,8
8,virus,0.033296558287614554,9
8,infection,0.032682718287198875,10
9,vaccinated,0.03721179142272527,1
9,vaccine,0.03357358382145883,2
9,measles,0.029969013299105694,3
9,pertussis,0.028826218763295178,4
9,vaccination,0.027767606478212813,5
9,herd,0.025124774468009283,6
9,immunity,0.022529901487711244,7
9,flu,0.022240033989963454,8
9,cases,0.02115804532443802,9
9,deaths,0.019557390299802187,10
10,covid19,0.16120073218740058,1
10,coronavirus,0.11736554746444018,2
10,covid,0.09511997670693058,3
10,vaccine,0.08118363198105473,4
10,sputnik,0.07671650359128954,5
10,pfizer,0.06560945788531085,6
10,shot,0.053804757165985075,7
10,canada,0.046268986174882495,8
10,survey,0.041955098342248066,9
10,usa,0.041955098342248066,10
11,mercury,0.18690790579880728,1
11,thimerosal,0.09968877732497845,2
11,contain,0.0898598698723074,3
11,theres,0.06070412308583061,4
11,preservative,0.04186621042203144,5
11,food,0.041197048831612355,6
11,eat,0.04106455679548399,7
11,flu,0.0410489687453428,8
11,daily,0.03719620220195641,9
11,consumption,0.03719620220195641,10
12,cons,0.09426835985519559,1
12,safe,0.08115780478299497,2
12,formaldehyde,0.07484952198695465,3
12,allergic,0.05554886871068808,4
12,pros,0.0520967579801882,5
12,absorbed,0.04850005746669805,6
12,dosage,0.04595185229948797,7
12,death,0.04576623531667558,8
12,unless,0.037443143093548285,9
12,know,0.03736356657443806,10
13,science,0.2779328104599934,1
13,believe,0.10427943718351174,2
13,hard,0.09905482214318805,3
13,doctor,0.08889188299397678,4
13,exist,0.07554477564786269,5
13,theory,0.07312059901554407,6
13,real,0.06534221803053436,7
13,care,0.0646779140905594,8
13,scientists,0.064041183457402,9
13,scientific,0.05881229423175299,10
14,location,0.11118720657331456,1
14,needle,0.10805590908571738,2
14,chip,0.10295628126368862,3
14,microchips,0.08957452775165012,4
14,tracking,0.08617005706141385,5
14,power,0.08339040492998592,6
14,track,0.07284674794615331,7
14,engineered,0.06264455003321767,8
14,truly,0.05559360328665728,9
14,wants,0.05402795454285869,10
15,aluminum,0.22597723112089718,1
15,aluminium,0.19886630499315447,2
15,metals,0.11766087878222561,3
15,heavy,0.10978250732888244,4
15,water,0.09810176083803622,5
15,dihydrogen,0.08340410461252896,6
15,lymph,0.08340410461252896,7
15,monoxide,0.08340410461252896,8
15,absorbed,0.08071367588285058,9
15,hydroxide,0.08071367588285058,10
16,polio,0.48189230783084014,1
16,oral,0.13792843347069403,2
16,jab,0.11111776860331281,3
16,cases,0.07585865748360274,4
16,years,0.07489099630974495,5
16,emergency,0.07407851240220854,6
16,rotavirus,0.07407851240220854,7
16,vapp,0.07407851240220854,8
16,brains,0.0670220195594956,9
16,conspiracy,0.05210835108764132,10
17,damage,0.1850463229490469,1
17,going,0.17827039963706984,2
17,tract,0.14390661835511004,3
17,brain,0.14364461737142986,4
17,stroke,0.13397147021538722,5
17,blood,0.1322817887808632,6
17,cause,0.11950528221987147,7
17,resonance,0.10064206398779235,8
17,probably,0.08510318700142258,9
17,injury,0.07439865375410247,10
18,johnson,0.11537747553491758,1
18,license,0.08810214003394747,2
18,wakefield,0.07689483966283331,3
18,children,0.0705334198778586,4
18,mmr,0.06835767734987179,5
18,pay,0.06417866115394125,6
18,approval,0.05873476002263165,7
18,paper,0.057009220706524553,8
18,revoked,0.05320184072522249,9
18,meningitis,0.05320184072522249,10
19,group,0.23054315240971363,1
19,anti,0.2121753550105276,2
19,promotes,0.1258444585685537,3
19,hot,0.1258444585685537,4
19,cooperate,0.1258444585685537,5
19,contribute,0.1258444585685537,6
19,charity,0.1258444585685537,7
19,update,0.1258444585685537,8
