user_id,model,lda_gini,bert_gini,post_count,lda_duplicate_ratio,bert_duplicate_ratio
26628269,BERTopic only,0.3848659606869944,0.0,1,0.0,0.0
29050865,BERTopic only,0.2920683524911728,0.0,1,0.0,0.0
41532121,BERTopic only,0.4087184427678949,0.0,1,0.0,0.0
128713577,BERTopic only,0.3808081764343141,0.75,2,0.0,0.0
167154454,BERTopic only,0.3476505851243766,0.5635687813626776,2,0.0,0.0
246957092,BERTopic only,0.3508870299971627,0.0,1,0.0,0.0
252633049,BERTopic only,0.3899033659276816,0.0,1,0.0,0.0
253874736,BERTopic only,0.3925010962050097,0.0,1,0.0,0.0
310896609,BERTopic only,0.415975417603589,0.75,1,0.0,0.0
453187230,BERTopic only,0.3912666252513122,0.0,1,0.0,0.0
2325909169,BERTopic only,0.3532031913355455,0.75,1,0.0,0.0
2415979153,BERTopic only,0.4098444804440478,0.75,1,0.0,0.0
2737498915,BERTopic only,0.3481261555770419,0.75,1,0.0,0.0
3015939068,BERTopic only,0.3650136193907149,0.0,1,0.0,0.0
4855029755,BERTopic only,0.3524234053510982,0.0,2,0.0,0.0
717166570229932034,BERTopic only,0.3925604441519007,0.0,1,0.0,0.0
723167519167541249,BERTopic only,0.2846352338790893,0.75,1,0.0,0.0
777789310229581824,BERTopic only,0.3566730353837584,0.0,1,0.0,0.0
781973848229109761,BERTopic only,0.3839900108003838,0.75,1,0.0,0.0
844164401011789825,BERTopic only,0.2898649999945488,0.0,1,0.0,0.0
867259345662124036,BERTopic only,0.4143016936354093,0.0,1,0.0,0.0
873631063574061056,BERTopic only,0.3763650490096381,0.0,1,0.0,0.0
873816992247042048,BERTopic only,0.4129781826192028,0.5062293967580814,1,0.0,0.0
875028495344304128,BERTopic only,0.3773722652835349,0.0,1,0.0,0.0
935312739420979200,BERTopic only,0.3288889085418653,0.0,1,0.0,0.0
952432524541636609,BERTopic only,0.3314390886045738,0.0,1,0.0,0.0
970665591592947718,BERTopic only,0.3685272031288951,0.0,1,0.0,0.0
990720508550373376,BERTopic only,0.2084510624408722,0.0,1,0.0,0.0
1010600056582492160,BERTopic only,0.3863719107243578,0.0,1,0.0,0.0
1194844786756378624,BERTopic only,0.3529870113885248,0.0,1,0.0,0.0
1211306914409136130,BERTopic only,0.389650912945765,0.75,1,0.0,0.0
1235737919383461891,BERTopic only,0.4110751694165433,0.0,1,0.0,0.0
1254870686272806912,BERTopic only,0.4113816745791243,0.75,1,0.0,0.0
1281367704729874432,BERTopic only,0.3967557192453049,0.0,1,0.0,0.0
1318289113737531394,BERTopic only,0.4114379358913039,0.75,1,0.0,0.0
1357022440505892873,BERTopic only,0.4134597739723843,0.0,1,0.0,0.0
1372156876582961156,BERTopic only,0.3969613702431017,0.518794229934321,1,0.0,0.0
1410234593727426562,BERTopic only,0.4065000580930472,0.0,1,0.0,0.0
1426187332894482434,BERTopic only,0.3854991654502367,0.5062293967580814,1,0.0,0.0
1428523261957115907,BERTopic only,0.409735482053833,0.0,1,0.0,0.0
1433784991922769926,BERTopic only,0.4150790212424498,0.6991388064492146,1,0.0,0.0
1434151961226588171,BERTopic only,0.3968497037563883,0.0,1,0.0,0.0
1436070543745236999,BERTopic only,0.407911024850695,0.0,1,0.0,0.0
1447662759144001537,BERTopic only,0.4133265269547318,0.0,1,0.0,0.0
1462200582073200644,BERTopic only,0.3866190266849972,0.0,1,0.0,0.0
1464449287828484099,BERTopic only,0.3860739485985717,0.5062293967580814,1,0.0,0.0
1470797355616243713,BERTopic only,0.4039544905946605,0.6288165813814651,1,0.0,0.0
1479904029161529359,BERTopic only,0.3966200759607935,0.0,1,0.0,0.0
1484837119868772353,BERTopic only,0.4168880859140203,0.75,1,0.0,0.0
1489769671851077632,BERTopic only,0.2515260667877881,0.0,1,0.0,0.0
1492555062635343883,BERTopic only,0.2765890973205727,0.5714154168139974,1,0.0,0.0
1497201615836692489,BERTopic only,0.4046955225577883,0.75,1,0.0,0.0
1497544385042468866,BERTopic only,0.3700740158557892,0.0,1,0.0,0.0
1497654634495807493,BERTopic only,0.3754609437601499,0.0,1,0.0,0.0
1503131385694990346,BERTopic only,0.3898046116421386,0.0,1,0.0,0.0
1506384424602157057,BERTopic only,0.3833484194242307,0.0,1,0.0,0.0
1514474944260079622,BERTopic only,0.4091720552619108,0.0,1,0.0,0.0
1518669486412423169,BERTopic only,0.3672538088949273,0.0,1,0.0,0.0
1519568197615239169,BERTopic only,0.4064797318884871,0.5156344886036675,1,0.0,0.0
1537552803488464896,BERTopic only,0.4032731723540744,0.75,1,0.0,0.0
1548753640269221889,BERTopic only,0.4085700968386084,0.75,2,0.0,0.0
1561731356354351110,BERTopic only,0.4101031784243524,0.0,1,0.0,0.0
1573212142026649600,BERTopic only,0.3984495359163478,0.0,1,0.0,0.0
1585831014198173696,BERTopic only,0.3184888527860172,0.0,1,0.0,0.0
1589101581550641154,BERTopic only,0.4036962500161936,0.75,1,0.0,0.0
1598804721560690695,BERTopic only,0.416018104965013,0.0,1,0.0,0.0
1600078462424911873,BERTopic only,0.3895108432860775,0.0,1,0.0,0.0
1602851368066228226,BERTopic only,0.3317249524156564,0.0,1,0.0,0.0
1620015675480887297,BERTopic only,0.3370911826321907,0.0,1,0.0,0.0
1624792736720203777,BERTopic only,0.3734903614090903,0.0,1,0.0,0.0
